Направление;Товар;Свойство;Строка в эталоне;Строка в проверяемом;Число в эталоне;Число в проверяемом;Дата в эталоне;Дата в проверяемом
092->000;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ-34 1,5№20 ПРОТИВ СТРЕССЕ_АНАЛОГ;Фармгруппа1;;Чай, лек.травы;;;;
092->000;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ-34 1,5МГ №20 ПРОТИВ СТРЕССА;Фармгруппа1;;Чай, лек.травы;;;;
092->000;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ-29 1,5МГ №20 ПОВЫШ.ИММУН_АНАЛОГ;Фармгруппа1;;Чай, лек.травы;;;;
092->000;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ-29 1,5МГ №20 ПОВЫШ.ИММУНИТЕТА;Фармгруппа1;;Чай, лек.травы;;;;
092->000;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ-26 1,5МГ №20 МОЧЕГОННЫЙ_АНАЛОГ;Фармгруппа1;;Чай, лек.травы;;;;
092->000;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ-26 1,5МГ №20 МОЧЕГОННЫЙ;Фармгруппа1;;Чай, лек.травы;;;;
092->000;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ-24 1,5МГ №20 П'ЗАБОЛ.ПЕЧ_АНАЛОГ;Фармгруппа1;;Чай, лек.травы;;;;
092->000;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ-24 1,5МГ №20 ПРИ ЗАБОЛ.ПЕЧЕНИ;Фармгруппа1;;Чай, лек.травы;;;;
092->000;Фиточай Сила российских трав-15 от аллергии ф/п 1,5гр №20;Фармгруппа1;;Чай, лек.травы;;;;
092->000;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ- 5 1,5МГ №20 ЖЕЛУДОЧНО-КИШЕЧН.;Фармгруппа1;;Чай, лек.травы;;;;
092->000;ФИТОЧАЙ СИЛА РОССИЙСКИХ ТРАВ- 4 1,5МГ №20 НОРМАЛИЗ.ДАВЛЕНИЯ;Фармгруппа1;;Чай, лек.травы;;;;
092->000;ФИТОЧАЙ САХАРОНОРМ 2,0 №20 Ф'П;Фармгруппа1;;Чай, лек.травы;;;;
092->000;ФИТОЧАЙ БОРОВАЯ МАТКА №20 Ф'П_АНАЛОГ;Фармгруппа1;;Чай, лек.травы;;;;
092->000;ФИТОЧАЙ БОРОВАЯ МАТКА №20 Ф'П;Фармгруппа1;;Чай, лек.травы;;;;
092->000;Фиточай Баланс, ф/пак 2г №20;Фармгруппа1;;Чай, лек.травы;;;;
092->000;ФИТОСВЕЧИ УШНЫЕ РЕЛАКС №2 'РЕАМЕД';Фармгруппа1;;БАД наружные;;;;
092->000;ФИТОСВЕЧИ УШНЫЕ №10;Фармгруппа1;;БАД наружные;;;;
092->000;ФИТОВОРОНКИ УШНЫЕ №2'РЕАМЕД';Фармгруппа1;;БАД наружные;;;;
092->000;ФИТОВОРОНКИ УШНЫЕ №2'РЕАМЕД';Иск_1-2-1-3-1-4-3-1-7_2;;;;20;;
092->000;ФИТОВОРОНКИ УШНЫЕ №2'РЕАМЕД';Иск_1-2-1-3-1-4-3-1-7_4;;;;15;;
092->000;Фенхель плоды, пачка 50г__Россия;Фармгруппа1;;Чай, лек.травы;;;;
092->000;Тысячелистник трава, ф/пак 1.5г №20;Фармгруппа1;;Чай, лек.травы;;;;
092->000;Тысячелистник трава, ф/пак 1.5г №20;Иск_1-2-1-4-1-4-3-1-7_2_1;;;;62;;
092->000;Тысячелистник трава, пачка 50г__Россия;Фармгруппа1;;Чай, лек.травы;;;;
092->000;Тмин плоды, пачка 50г;Фармгруппа1;;Чай, лек.травы;;;;
092->000;Теймурова паста, 30г;Фармгруппа1;;Антисептические;;;;
092->000;Тамсулозин, капс пролонг высв 0,4мг №90;Группа наценки прайс-листов;;ЖВ;;;;
092->000;Тамсулозин, капс пролонг высв 0,4мг №90;Фармгруппа1;;Сердечные средства;;;;
092->000;Тамсулозин, капс пролонг высв 0,4мг №90;Иск_2-1-1-3-1-1-2-2-5_2_ЖВ;;;;15;;
092->000;Тамоксифен, тбл 20мг №30;Фармгруппа1;;Онкология;;;;
092->000;Тамоксифен, тбл 20мг №30;Иск_1-1-1-3-1-1-3-1-5_1_ЖВ;;;;5;;
092->000;Тамоксифен, тбл 20мг №30;Иск_1-2-1-4-1-4-3-1-7_2_1_ЖВ;;;;5;;
092->000;Сульсена мите паста, 1% 75мл;Фармгруппа1;;Сред для волос(шамп,бальз,краски,маски);;;;
092->000;Сульсен форте паста, 75мл;Фармгруппа1;;Сред для волос(шамп,бальз,краски,маски);;;;
092->000;Сульсен форте паста сульсеновая п/перхоти, 2% 75мл;Фармгруппа1;;Сред для волос(шамп,бальз,краски,маски);;;;
092->000;Сульсен форте паста сульсеновая п/перхоти, 2% 75мл;Иск_1-1-1-3-1-1-3-1-5_1;;;;60;;
092->000;Сульсен форте паста сульсеновая п/перхоти, 2% 75мл;Иск_1-2-1-4-1-4-3-1-7_2_1;;;;60;;
092->000;Стрептоцид, пор д/нар прим банка с дозатором 10г;Фармгруппа1;;Дезинфекция;;;;
092->000;Стимбифид, тбл 550МГ №80;Фармгруппа1;;#Н/Д;;;;
092->000;СТЕВИЯ ЭКСТРА №150 ШИП.ТАБ.;Фармгруппа1;;#Н/Д;;;;
092->000;СТЕВИЯ ПЛЮС №150 ТАБ.;Фармгруппа1;;#Н/Д;;;;
092->000;Спринцовка Б-7 пластиз;Фармгруппа1;;Изделия медназначения,ортопедия;;;;
092->000;Спринцовка Б-7 пластиз;Исключения 2-3-3-2-3-2-6;;;;35;;
092->000;Спринцовка Б-13 пластиз;Фармгруппа1;;Изделия медназначения,ортопедия;;;;
092->000;Спринцовка А-7 пластиз;Фармгруппа1;;Изделия медназначения,ортопедия;;;;
092->000;Спринцовка А-16 пластизол;Фармгруппа1;;Изделия медназначения,ортопедия;;;;
092->000;Спринцовка А-14 пластиз;Фармгруппа1;;Изделия медназначения,ортопедия;;;;
092->000;Спринцовка А-13 пластиз мяг након;Фармгруппа1;;Изделия медназначения,ортопедия;;;;
092->000;Спринцовка А-13 пластиз мяг након;Исключения Эластичные 1;;;;25;;
092->000;Спринцовка А-13 пластиз мяг након;Иск_1-1-1-3-1-1-3-1-5_1;;;;33;;
092->000;Спринцовка А-13 пластиз мяг након;Иск_1-2-1-4-1-4-3-1-7_2_1;;;;33;;
092->000;Софора японская, плоды 50гр;Фармгруппа1;;Чай, лек.травы;;;;
092->000;Сосновые почки, пачка 50г;Исключения 2-3-3-2-3-2-6;;;;7;;
092->000;Сосновые почки, пачка 50г;Иск_1-2-1-3-1-4-3-1-7_3;;;;5;;
092->000;Сосновые почки, пачка 50г;Иск_1-2-1-3-1-4-3-1-7_9;;;;5;;
092->000;Сосновые почки, пачка 50г;Иск_1-2-1-3-1-4-3-1-7_11;;;;5;;
092->000;Сосновые почки, пачка 50г;Иск_3-1-2-4-1-2-2-3-5_1;;;;11;;
092->000;Сонные, тбл №30;Фармгруппа1;;#Н/Д;;;;
092->000;СОЛЬ ДОКТОР СОЛЬМОРЕЙ 1000Г'020606';Фармгруппа1;;Товары и средства для ванны и душа;;;;
092->000;Сироп Имбирь/лимон на фруктозе 250мл;Фармгруппа1;;Бальзамы;;;;
092->000;Сироп Брусника/клюква/шиповник 330мл;Фармгруппа1;;Бальзамы;;;;
092->000;Силденафил, тбл п/п/о 25мг №1;Фармгруппа1;;Для потенции;;;;
092->000;Сбор Арфазетин-ЭК, ф/пак 2г №20;Фармгруппа1;;Чай, лек.травы;;;;
092->000;Сбор Арфазетин-Э, ф/пак 2-2.5г №20__Россия;Фармгруппа1;;Чай, лек.травы;;;;
092->000;Сбор Арфазетин-Э, ф/пак 2г №20;Фармгруппа1;;Чай, лек.травы;;;;
092->000;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Фармгруппа1;;Бронхиальная астма,ХОБЛ;;;;
092->000;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_2-1-1-3-1-1-2-2-5_1_ЖВ;;;;9;;
092->000;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_5-5-3-5-3-4-4-4-8_1_ЖВ;;;;15;;
092->000;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_5-3-3-5-3-4-4-4-8_2_ЖВ;;;;15;;
092->000;Сальбутамол АВ, аэр д/инг 100мкг/доза 200доз 7гр;Иск_1-2-1-3-1-4-3-1-7_7_ЖВ;;;;15;;
092->000;Рыбий жир Биафишенол Омега-3 Д3, капс №60;Фармгруппа1;;#Н/Д;;;;
092->000;Рыбий жир Биафишенол валериана/пустырник, капс №100;Фармгруппа1;;#Н/Д;;;;
092->000;РОКС ГЕЛЬ ГЕРПЕНОКС 7МЛ'9ГР;Фармгруппа1;;Уход за кожей (нелечеб., волосы не вкл.);;;;
092->000;Репешок обыкновенный, 50гр;Фармгруппа1;;Чай, лек.травы;;;;
092->000;Пустырник трава, пачка 50г;Иск_1-2-1-4-1-4-3-1-7_2_1;;;;40;;
092->000;Простатилен, пор.д/ин амп 5мг №5;Фармгруппа1;;Ср-ва д/лечения  простатита;;;;
092->000;Простадоз, капс №60;Фармгруппа1;;#Н/Д;;;;
092->000;Проктонис, крем 30мл;Фармгруппа1;;БАД наружные;;;;
092->000;Проктонис, крем 30мл;Иск_1-2-1-3-1-4-3-1-7_2;;;;11;;
092->000;Проктонис, крем 30мл;Иск_2-1-2-4-1-2-2-2-2;;;;27;;
092->000;Прокл, Милана классик софт инд уп №10;Фармгруппа1;;Гигиена женская (прокладки, тампоны);;;;
092->000;Прокл, Либресс ультра нормал део мяг пов №10;Фармгруппа1;;Гигиена женская (прокладки, тампоны);;;;
092->000;Прокл, Белла сени леди уролог нормал №20;Фармгруппа1;;Гигиена инконтиненция;;;;
092->000;Прокл, Белла сени леди уролог нормал №20;Исключения ЦО 2;;;;33;;
092->000;Прокл, Белла сени леди уролог нормал №20;Исключения 2-3-3-2-3-2;;;;36;;
092->000;Прокл, Белла сени леди уролог нормал №20;Исключения 2-3-4-5-2-3-4-2-6;;;;56;;
092->000;Прокл, Белла сени леди уролог нормал №20;Исключения Эластичные 1;;;;26;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_1-1-1-3-1-1-3-1-5_1;;;;30;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_1-1-1-1-1-3-1-2-1_1;;;;80;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_2-1-1-3-1-1-2-2-5_1;;;;38;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_2-1-1-4-1-2-2-2-4_1;;;;37;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_1-2-1-3-1-4-3-1-7_1;;;;58;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_3-1-1-3-1-1-2-2-5_1;;;;43;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_1-2-1-3-1-4-3-1-7_2;;;;76;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_2-2-1-3-1-1-2-2-6_1;;;;56;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_5-5-3-5-3-4-4-4-8_1;;;;70;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_5-3-3-5-3-4-4-4-8_1;;;;71;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_5-3-3-5-3-4-4-4-8_2;;;;68;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_1-2-1-3-1-4-3-1-7_3;;;;58;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_1-2-1-3-1-4-3-1-7_4;;;;31;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_1-2-1-3-1-4-3-1-7_7;;;;58;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_1-2-1-3-1-4-3-1-7_8;;;;57;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_1-1-1-3-1-3-1-2-2_3;;;;54;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_1-2-1-3-1-4-3-1-7_11;;;;63;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_1-2-1-3-1-4-3-1-7_12;;;;61;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_1-1-2-3-2-1-2-2-5_1;;;;61;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_2-1-1-3-1-1-2-2-5_2;;;;69;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_2-1-1-4-1-2-2-2-1_1;;;;68;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_2-1-1-1-1-1-2-2-1_1;;;;79;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_2-1-1-4-1-2-2-2-5_2;;;;68;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_1-1-2-4-1-1-2-2-6_1;;;;70;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_3-1-1-3-1-1-2-2-5_3;;;;75;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_2-1-1-4-1-1-2-2-5_1;;;;75;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_2-1-1-3-1-1-3-1-5_1;;;;80;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_2-1-2-4-1-2-2-2-2;;;;26;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_1-2-1-4-1-4-3-1-7_2_1;;;;30;;
092->000;Прокл, Белла сени леди уролог нормал №20;Иск_1-1-3-5-4-3-3-3-2;;;;30;;
092->000;Прокл, Белла сени леди уролог мини  №20;Фармгруппа1;;Гигиена инконтиненция;;;;
092->000;Прокл, Белла сени леди уролог мини  №20;Исключения ЦО 2;;;;33;;
092->000;Прокл, Белла сени леди уролог мини  №20;Исключения 2-3-3-2-3-2-6;;;;35;;
092->000;Прокл, Белла сени леди уролог мини  №20;Исключения Эластичные 1;;;;25;;
092->000;Прокл, Белла сени леди уролог мини  №20;Исключение 3-2-2-5-2-3-4-2-4 О;;;;30;;
092->000;Прокл, Белла сени леди уролог мини  №20;Иск_1-1-3-5-4-3-3-3-2;;;;30;;
092->000;Прокл, Белла herbs софт липовый цвет №10;Фармгруппа1;;Гигиена женская (прокладки, тампоны);;;;
092->000;Почечный чай /Ортосифон тычиночный/, ф/пак 1.5г №20;Фармгруппа1;;Чай, лек.травы;;;;
092->000;Почечный чай /Ортосифон тычиночный/, ф/пак 1.5г №20;Иск_1-2-1-4-1-4-3-1-7_2_1;;;;30;;
092->000;Полынь горькая трава, ф/п 1.5-2гр №20__Россия;Фармгруппа1;;Чай, лек.травы;;;;
092->000;ПОЛЫНИ ГОРЬКОЙ ТРАВА 2,0 №20;Фармгруппа1;;Чай, лек.травы;;;;
092->000;Полиоксидоний, лиоф д/ин и мест. прим. фл 3мг №5;Фармгруппа1;;Иммуномодуляторы;;;;
092->000;Подгуз-трусики Хелен Харпер софт и драй джуниор 12-18кг №17;Фармгруппа1;;Подгузники, пеленки, клеенки;;;;
092->000;Пирантел,тбл 250мг №3;Исключение 3-2-2-5-2-3-4-2-4 Ж;;;;14;;
092->000;Пирантел,тбл 250мг №3;Иск_2-1-1-4-1-2-2-2-4_1_ЖВ;;;;15;;
092->000;Пирантел,тбл 250мг №3;Иск_2-1-1-2-2-2-2-2-5_1_ЖВ;;;;12;;
092->000;Перекись водорода, леккер 3% 5мл;Фармгруппа1;;БАД наружные;;;;
092->000;Перекись водорода, 3% 100мл дез ср-во;Фармгруппа1;;Дезинфекция;;;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Исключения ЦО 2;;;;56;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Ядро;;;;;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Исключения 2-3-4-5-2-3-4-2-6;;;;38;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_1-2-1-4-1-1-3-1-7_1;;;;75;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_1-1-1-1-1-3-1-2-1_1;;;;89;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_2-1-1-3-1-1-2-2-5_1;;;;45;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_2-1-1-4-1-2-2-2-4_1;;;;43;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_1-2-1-3-1-4-3-1-7_1;;;;68;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_3-1-1-3-1-1-2-2-5_1;;;;62;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_2-2-1-3-1-1-2-2-6_1;;;;61;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_5-5-3-5-3-4-4-4-8_1;;;;83;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_5-3-3-5-3-4-4-4-8_1;;;;100;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_5-3-3-5-3-4-4-4-8_2;;;;78;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_1-2-1-3-1-4-3-1-7_3;;;;64;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_1-2-1-3-1-4-3-1-7_4;;;;35;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_1-2-1-3-1-4-3-1-7_7;;;;65;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_1-2-1-3-1-4-3-1-7_11;;;;68;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_1-2-1-3-1-4-3-1-7_12;;;;66;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_2-1-1-3-1-1-2-2-5_2;;;;86;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_2-1-1-4-1-2-2-2-1_1;;;;81;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_3-1-2-4-1-2-2-3-5_1;;;;95;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_2-1-1-1-1-1-2-2-1_1;;;;92;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_2-1-1-4-1-2-2-2-5_2;;;;81;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_1-1-2-4-1-1-2-2-6_1;;;;86;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_2-1-1-4-1-1-2-2-5_1;;;;92;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_2-1-1-3-1-3-1-2-2_1;;;;85;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_2-1-2-4-1-2-2-2-2;;;;30;;
092->000;Пентоксифиллин, тбл п/о 100мг N60__Россия;Иск_1-1-3-5-4-3-3-3-2;;;;36;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Фармгруппа1;;Сердечные средства ;;;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Исключения ЦО 2;;;;56;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Ядро;;;;;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Исключения 2-3-4-5-2-3-4-2-6;;;;38;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_1-2-1-4-1-1-3-1-7_1;;;;75;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_1-1-1-1-1-3-1-2-1_1;;;;89;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_2-1-1-3-1-1-2-2-5_1;;;;45;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_2-1-1-4-1-2-2-2-4_1;;;;43;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_1-2-1-3-1-4-3-1-7_1;;;;68;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_3-1-1-3-1-1-2-2-5_1;;;;62;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_2-2-1-3-1-1-2-2-6_1;;;;61;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_5-5-3-5-3-4-4-4-8_1;;;;83;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_5-3-3-5-3-4-4-4-8_1;;;;100;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_5-3-3-5-3-4-4-4-8_2;;;;78;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_1-2-1-3-1-4-3-1-7_3;;;;64;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_1-2-1-3-1-4-3-1-7_4;;;;35;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_1-2-1-3-1-4-3-1-7_7;;;;65;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_1-2-1-3-1-4-3-1-7_11;;;;68;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_1-2-1-3-1-4-3-1-7_12;;;;66;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_2-1-1-3-1-1-2-2-5_2;;;;86;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_2-1-1-4-1-2-2-2-1_1;;;;81;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_3-1-2-4-1-2-2-3-5_1;;;;95;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_2-1-1-1-1-1-2-2-1_1;;;;92;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_2-1-1-4-1-2-2-2-5_2;;;;81;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_1-1-2-4-1-1-2-2-6_1;;;;86;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_2-1-1-4-1-1-2-2-5_1;;;;92;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_2-1-1-3-1-3-1-2-2_1;;;;85;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_2-1-2-4-1-2-2-2-2;;;;30;;
092->000;Пентоксифиллин, тбл п/о 100мг №60;Иск_1-1-3-5-4-3-3-3-2;;;;36;;
092->000;Пеленки Белла сени софт 60х90 №5;Фармгруппа1;;Гигиена инконтиненция;;;;
092->000;Пеленки Белла сени софт 60х90 №5;Исключения Эластичные 1;;;;25;;
092->000;Пектусин, тбл №10__СНГ;Исключения ЦО 2;;;;21;;
092->000;Пектусин, тбл №10__СНГ;Ядро;;;;;;
092->000;Пектусин, тбл №10__СНГ;Исключения 2-3-3-2-3-2;;;;49;;
092->000;Пектусин, тбл №10__СНГ;Исключения 2-3-3-2-3-2-6;;;;21;;
092->000;Пектусин, тбл №10__СНГ;Исключения 2-3-4-5-2-3-4-2-6;;;;90;;
092->000;Пектусин, тбл №10__СНГ;Иск_1-2-1-4-1-1-3-1-7_1;;;;32;;
092->000;Пектусин, тбл №10__СНГ;Иск_1-1-1-1-1-3-1-2-1_1;;;;95;;
092->000;Пектусин, тбл №10__СНГ;Иск_2-1-1-3-1-1-2-2-5_1;;;;49;;
092->000;Пектусин, тбл №10__СНГ;Иск_2-1-1-4-1-2-2-2-4_1;;;;10;;
092->000;Пектусин, тбл №10__СНГ;Иск_1-2-1-3-1-4-3-1-7_1;;;;72;;
092->000;Пектусин, тбл №10__СНГ;Иск_3-1-1-3-1-1-2-2-5_1;;;;85;;
092->000;Пектусин, тбл №10__СНГ;Иск_1-2-1-3-1-4-3-1-7_2;;;;26;;
092->000;Пектусин, тбл №10__СНГ;Иск_2-2-1-3-1-1-2-2-6_1;;;;72;;
092->000;Пектусин, тбл №10__СНГ;Иск_5-5-3-5-3-4-4-4-8_1;;;;91;;
092->000;Пектусин, тбл №10__СНГ;Иск_5-3-3-5-3-4-4-4-8_1;;;;200;;
092->000;Пектусин, тбл №10__СНГ;Иск_5-3-3-5-3-4-4-4-8_2;;;;85;;
092->000;Пектусин, тбл №10__СНГ;Иск_1-2-1-3-1-4-3-1-7_3;;;;72;;
092->000;Пектусин, тбл №10__СНГ;Иск_1-2-1-3-1-4-3-1-7_4;;;;35;;
092->000;Пектусин, тбл №10__СНГ;Иск_1-2-1-3-1-4-3-1-7_7;;;;79;;
092->000;Пектусин, тбл №10__СНГ;Иск_1-2-1-3-1-4-3-1-7_8;;;;85;;
092->000;Пектусин, тбл №10__СНГ;Иск_1-1-1-3-1-3-1-2-2_3;;;;85;;
092->000;Пектусин, тбл №10__СНГ;Иск_1-2-1-3-1-4-3-1-7_11;;;;84;;
092->000;Пектусин, тбл №10__СНГ;Иск_1-2-1-3-1-4-3-1-7_12;;;;80;;
092->000;Пектусин, тбл №10__СНГ;Иск_3-1-1-3-2-2-2-2-4_1;;;;33;;
092->000;Пектусин, тбл №10__СНГ;Иск_1-1-2-3-2-1-2-2-5_1;;;;27;;
092->000;Пектусин, тбл №10__СНГ;Иск_2-1-1-3-1-1-2-2-5_2;;;;91;;
092->000;Пектусин, тбл №10__СНГ;Иск_2-1-1-4-1-2-2-2-1_1;;;;85;;
092->000;Пектусин, тбл №10__СНГ;Иск_2-1-1-1-1-1-2-2-1_1;;;;97;;
092->000;Пектусин, тбл №10__СНГ;Иск_2-1-1-4-1-2-2-2-5_2;;;;85;;
092->000;Пектусин, тбл №10__СНГ;Иск_1-1-2-4-1-1-2-2-6_1;;;;99;;
092->000;Пектусин, тбл №10__СНГ;Иск_3-1-1-3-1-1-2-2-5_3;;;;98;;
092->000;Пектусин, тбл №10__СНГ;Иск_2-1-1-4-1-1-2-2-5_1;;;;38;;
092->000;Пектусин, тбл №10__СНГ;Иск_2-1-1-3-1-3-1-2-2_1;;;;90;;
092->000;Пектусин, тбл №10__СНГ;Иск_2-1-1-3-1-1-3-1-5_1;;;;115;;
092->000;Пектусин, тбл №10__СНГ;Иск_2-1-2-4-1-2-2-2-2;;;;38;;
092->000;Пектусин, тбл №10__СНГ;Иск_1-2-1-4-1-4-3-1-7_2_1;;;;37;;
092->000;Пектусин, тбл №10__СНГ;Иск_1-1-3-5-4-3-3-3-2;;;;57;;
092->000;Пектусин, тбл №10;Фармгруппа1;;Отхаркивающие, противокашлевые;;;;
092->000;Пектусин, тбл №10;Исключения ЦО 2;;;;21;;
092->000;Пектусин, тбл №10;Ядро;;;;;;
092->000;Пектусин, тбл №10;Исключения 2-3-3-2-3-2;;;;49;;
092->000;Прокл, Котекс ультра ночные драй  №14;Группа скидки;;;2;2;;
092->000;Прокл, Котекс ультра ночные драй  №14;Рекламная акция;Zavezu;Zavezu;;;;
092->000;Прокл, Котекс ультра ночные драй  №14;Группа наценки прайс-листов;Не ЖВ;Не ЖВ;;;;
092->000;Прокл, Котекс ультра ночные драй  №14;Группа наценки;ПРОЧЕЕ СУПЕРМАРКЕТ;ПРОЧЕЕ СУПЕРМАРКЕТ;;;;
092->000;Прокл, Котекс ультра ночные драй  №14;ПК_2016;Кимберли Кларк;Кимберли Кларк;;;;
092->000;Пектусин, тбл №10;Исключения 2-3-3-2-3-2-6;;;;21;;
092->000;Пектусин, тбл №10;Исключения 2-3-4-5-2-3-4-2-6;;;;90;;
092->000;Пектусин, тбл №10;Исключение 3-2-2-5-2-3-4-2-4 О;;;;112;;
092->000;Пектусин, тбл №10;Иск_1-2-1-4-1-1-3-1-7_1;;;;32;;
092->000;Пектусин, тбл №10;Иск_1-1-1-1-1-3-1-2-1_1;;;;95;;
092->000;Пектусин, тбл №10;Иск_2-1-1-3-1-1-2-2-5_1;;;;49;;
092->000;Пектусин, тбл №10;Иск_2-1-1-4-1-2-2-2-4_1;;;;10;;
092->000;Пектусин, тбл №10;Иск_1-2-1-3-1-4-3-1-7_1;;;;72;;
